Vahvistettava laki,52,2015,luonnonsuojeluasetuksen muuttamisesta,24 a §,Ilmoitus Natura 2000 –alueeseen vaikuttavasta toimenpiteestä,"Ilmoitukseen on liitettävä alueen kartta, johon on merkitty toimenpiteen toteuttamispaikka. Luonnonsuojelulain 65 b §:ssä tarkoitetussa toimenpidettä koskevassa ilmoituksessa on annettava seuraavat tiedot: 1) toimenpiteestä vastaavan nimi ja yhteystiedot 2) kiinteistönomistajan yhteystiedot, jos omistaja on eri kuin toimenpiteestä vastaava 3) toimenpidealueen sijainti ilmaistuna kiinteistötunnuksella ja kiinteistön sijaintikunnalla tai riittävällä tarkkuudella kartalla 4) kuvaus suunnitellusta toimenpiteestä ja sen toteuttamistavasta sekä toimenpidealueen laajuudesta 5) toimenpiteen toteuttamisen ajankohta ja kesto sekä 6) kuvaus suunnitellun toimenpiteen vaikutuksista Natura 2000 –alueen suojelutavoitteisiin.",Ympäristöministeri,Sanni Grahn-Laasonen,Hallitusneuvos,Satu Sundberg
Vahvistettava laki,52,2015,luonnonsuojeluasetuksen muuttamisesta,Voimaantulo,N/A,Tämä asetus tulee voimaan 2 päivänä helmikuuta 2015.,Ympäristöministeri,Sanni Grahn-Laasonen,Hallitusneuvos,Satu Sundberg
